Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Last Modified,Collector,Alter,Proxy,Purchase Price
1,1,Swords to Plowshares,plst,Near Mint,English,,,35:14.5,VOC-99,FALSE,FALSE,
1,1,Swords to Plowshares,brc,Near Mint,English,,,34:38.4,75,FALSE,FALSE,
2,2,Swords to Plowshares,ltc,Near Mint,English,,,17:40.5,178,FALSE,FALSE,
1,1,Sylvan Offering,ltc,Near Mint,English,,,16:37.9,261,FALSE,FALSE,
1,1,Sylvan Ranger,sld,Near Mint,English,foil,,34:40.9,779,FALSE,FALSE,
1,1,Sylvan Scrying,bfz,Good (Lightly Played),English,,,31:41.4,192,FALSE,FALSE,
1,1,Tainted Field,clb,Near Mint,English,,,35:54.5,919,FALSE,FALSE,
4,4,Take Vengeance,m20,Near Mint,English,,,23:48.3,313,FALSE,FALSE,
1,1,Talisman of Conviction,ltc,Near Mint,English,,,15:14.2,285,FALSE,FALSE,
1,1,Talisman of Hierarchy,clb,Near Mint,English,,,35:54.5,878,FALSE,FALSE,
1,1,Talisman of Impulse,mrd,Near Mint,English,,,33:56.2,254,FALSE,FALSE,
1,1,Talisman of Progress,ltc,Near Mint,English,,,15:14.2,286,FALSE,FALSE,
1,1,Tamiyo Meets the Story Circle,mh3,Near Mint,English,,,34:40.9,72,FALSE,FALSE,
1,1,Tangletrap,stx,Near Mint,English,foil,,31:41.4,145,FALSE,FALSE,
1,1,Taunt from the Rampart,ltc,Near Mint,English,,,15:14.2,71,FALSE,FALSE,
1,1,"Tawnos, Solemn Survivor",brc,Near Mint,English,foil,,34:38.4,3,FALSE,FALSE,
1,1,Teapot Slinger,blb,Near Mint,English,,,33:23.6,157,FALSE,FALSE,
1,1,Teeterpeak Ambusher,znr,Near Mint,English,foil,,32:30.4,169,FALSE,FALSE,
1,1,Teferi's Ageless Insight,sld,Near Mint,English,foil,,48:25.2,1721,FALSE,FALSE,
1,1,Tempered Steel,brc,Near Mint,English,,,34:38.4,76,FALSE,FALSE,
1,1,Tempest Angler,blb,Near Mint,English,foil,,33:23.6,235,FALSE,FALSE,
1,1,Tempest Angler,blb,Near Mint,English,,,33:23.6,235,FALSE,FALSE,
1,1,Temple Altisaur,lcc,Near Mint,English,,,20:11.5,138,FALSE,FALSE,
1,1,Temple of Deceit,brc,Near Mint,English,,,34:38.4,205,FALSE,FALSE,
1,1,Temple of Enlightenment,brc,Near Mint,English,,,34:38.4,206,FALSE,FALSE,
1,1,Temple of Silence,clb,Near Mint,English,,,35:54.5,924,FALSE,FALSE,
1,1,Temple of Silence,brc,Near Mint,English,,,34:38.4,209,FALSE,FALSE,
1,1,Temple of the False God,lcc,Near Mint,English,,,20:11.5,359,FALSE,FALSE,
1,1,Temple of the False God,cmm,Near Mint,English,,,18:57.7,1046,FALSE,FALSE,
1,1,Temple of the False God,c20,Near Mint,English,,,35:26.0,319,FALSE,FALSE,
1,1,Temporal Isolation,tsr,Near Mint,English,foil,,29:23.8,48,FALSE,FALSE,
1,1,Tender Wildguide,blb,Near Mint,English,,,57:39.5,196,FALSE,FALSE,
1,1,Terramorphic Expanse,lcc,Near Mint,English,,,20:11.5,360,FALSE,FALSE,
2,2,Terramorphic Expanse,ltc,Near Mint,English,,,16:17.6,337,FALSE,FALSE,
1,1,"Teshar, Ancestor's Apostle",brc,Near Mint,English,,,34:38.4,77,FALSE,FALSE,
1,1,Thalia's Lancers,plst,Near Mint,English,,,35:14.5,EMN-47,FALSE,FALSE,
1,1,Thassa's Emissary,ths,Near Mint,English,foil,,32:00.7,68,FALSE,FALSE,
1,1,The Balrog of Moria,ltc,Near Mint,English,,,16:17.6,46,FALSE,FALSE,
1,1,The Black Breath,ltr,Near Mint,English,,,34:40.9,78,FALSE,FALSE,
1,1,The Black Gate,ltc,Near Mint,English,,,16:17.6,80,FALSE,FALSE,
1,1,The Book of Exalted Deeds,plst,Near Mint,English,,,35:14.5,AFR-4,FALSE,FALSE,
1,1,The Creation of Avacyn,mh3,Near Mint,English,,,34:40.9,86,FALSE,FALSE,
1,1,The Gaffer,ltc,Near Mint,English,,,17:40.5,12,FALSE,FALSE,
1,1,The Mouth of Sauron,ltr,Near Mint,English,,,16:17.6,216,FALSE,FALSE,
1,1,"Théoden, King of Rohan",ltr,Near Mint,English,,,15:14.2,233,FALSE,FALSE,
1,1,"Théoden, King of Rohan",ltr,Near Mint,English,,,34:40.9,233,FALSE,FALSE,
1,1,Thopter Engineer,2xm,Near Mint,English,foil,,32:30.4,147,FALSE,FALSE,
1,1,Thopter Shop,brc,Near Mint,English,,,34:38.4,19,FALSE,FALSE,
1,1,Thopter Spy Network,brc,Near Mint,English,,,34:38.4,97,FALSE,FALSE,
1,1,Thornplate Intimidator,blb,Near Mint,English,,,34:40.9,117,FALSE,FALSE,
1,1,Thornwood Falls,ltc,Near Mint,English,,,16:37.9,338,FALSE,FALSE,
1,1,Thought Monitor,brc,Near Mint,English,,,34:38.4,98,FALSE,FALSE,
2,2,Thought Shucker,blb,Near Mint,English,,,34:40.9,77,FALSE,FALSE,
1,1,Thought Vessel,plg22,Near Mint,English,foil,,29:14.5,2,FALSE,FALSE,
1,1,Thought Vessel,plg22,Near Mint,English,foil,,29:14.0,2,FALSE,FALSE,
1,1,Thought Vessel,ltc,Near Mint,English,,,15:14.2,287,FALSE,FALSE,
1,1,Thought Vessel,cmm,Near Mint,English,,,18:57.7,414,FALSE,FALSE,
1,1,Thought Vessel,brc,Near Mint,English,,,34:38.4,167,FALSE,FALSE,
1,1,Thought Vessel,sld,Near Mint,English,foil,,34:40.9,1495★,FALSE,FALSE,
1,1,Thran Dynamo,cmm,Near Mint,English,,,18:57.7,415,FALSE,FALSE,
1,1,Thrashing Brontodon,lci,Near Mint,English,,,20:11.5,216,FALSE,FALSE,
1,1,Three Tree Scribe,blb,Near Mint,English,,,03:13.5,199,FALSE,FALSE,
1,1,Thrill of Possibility,ltc,Near Mint,English,,,16:17.6,229,FALSE,FALSE,
1,1,Thrill of the Hunt,tsr,Near Mint,English,foil,,31:41.4,241,FALSE,FALSE,
1,1,Thriving Bluff,lcc,Near Mint,English,,,20:11.5,361,FALSE,FALSE,
1,1,Thriving Grove,lcc,Near Mint,English,,,20:11.5,362,FALSE,FALSE,
1,1,Thriving Heath,lcc,Near Mint,English,,,20:11.5,363,FALSE,FALSE,
1,1,Thriving Ibex,kld,Near Mint,English,foil,,29:27.6,31,FALSE,FALSE,
1,1,Throne of the High City,ltc,Near Mint,English,,,15:14.2,339,FALSE,FALSE,
1,1,Thunderherd Migration,lcc,Near Mint,English,,,20:11.5,259,FALSE,FALSE,
2,2,Thundering Chariot,thb,Near Mint,English,foil,,35:26.0,239,FALSE,FALSE,
1,1,Thundering Spineback,lcc,Near Mint,English,,,20:11.5,260,FALSE,FALSE,
1,1,Thundertrap Trainer,blb,Near Mint,English,foil,,33:23.6,386,FALSE,FALSE,
1,1,Thwart the Grave,clb,Near Mint,English,,,35:54.5,773,FALSE,FALSE,
1,1,Tilonalli's Crown,rix,Near Mint,English,foil,,32:51.8,120,FALSE,FALSE,
1,1,Time Reversal,sld,Near Mint,English,foil,,34:40.9,1499★,FALSE,FALSE,
1,1,Time Stop,sld,Near Mint,English,foil,,34:40.9,1500★,FALSE,FALSE,
1,1,Tireless Missionaries,m11,Near Mint,English,,,29:31.5,36,FALSE,FALSE,
1,1,Tireless Provisioner,ltc,Near Mint,English,,,17:40.5,262,FALSE,FALSE,
1,1,Titan's Presence,cmm,Near Mint,English,,,18:57.7,810,FALSE,FALSE,
1,1,Tolarian Sentinel,tsr,Near Mint,English,foil,,32:00.7,94,FALSE,FALSE,
1,1,Tolarian Terror,fdn,Near Mint,English,,,34:40.9,167,FALSE,FALSE,
1,1,Toll of the Invasion,war,Near Mint,English,foil,,31:21.2,108,FALSE,FALSE,
1,1,Tomb of the Spirit Dragon,cmm,Near Mint,English,,,18:57.7,1048,FALSE,FALSE,
1,1,Tome of Legends,plst,Near Mint,English,,,35:14.5,ELD-332,FALSE,FALSE,
1,1,Tome Shredder,stx,Near Mint,English,foil,,32:30.4,117,FALSE,FALSE,
1,1,"Too Greedily, Too Deep",ltc,Near Mint,English,,,16:17.6,72,FALSE,FALSE,
1,1,Topiary Stomper,lcc,Near Mint,English,,,20:11.5,261,FALSE,FALSE,
1,1,Topple the Statue,2xm,Near Mint,English,foil,,29:37.1,36,FALSE,FALSE,
1,1,Tormenting Voice,znr,Near Mint,English,foil,,32:51.8,172,FALSE,FALSE,
1,1,Tormod's Crypt,m15,Near Mint,English,,,35:26.0,237,FALSE,FALSE,
1,1,Totally Lost,war,Near Mint,English,foil,,32:00.7,74,FALSE,FALSE,
1,1,Toxic Deluge,ltc,Near Mint,English,,,17:40.5,209,FALSE,FALSE,
1,1,Trading Post,ltc,Near Mint,English,,,17:40.5,288,FALSE,FALSE,
1,1,Tranquil Cove,ltc,Near Mint,English,,,15:14.2,340,FALSE,FALSE,
1,1,Tranquil Cove,fdn,Near Mint,English,,,34:40.9,270,FALSE,FALSE,
1,1,Tranquil Thicket,ltc,Near Mint,English,,,16:37.9,341,FALSE,FALSE,
1,1,Transmogrifying Wand,cmm,Near Mint,English,,,18:57.7,981,FALSE,FALSE,
1,1,Trap the Trespassers,ltc,Near Mint,English,,,16:37.9,25,FALSE,FALSE,
1,1,Travel Through Caradhras,ltc,Near Mint,English,,,16:37.9,44,FALSE,FALSE,
1,1,Traveler's Amulet,2x2,Near Mint,English,foil,,29:28.3,316,FALSE,FALSE,
1,1,Traveler's Amulet,rix,Near Mint,English,foil,,35:26.0,184,FALSE,FALSE,
1,1,Treason of Isengard,ltr,Near Mint,English,,,16:17.6,74,FALSE,FALSE,
1,1,Treasure,tclb,Near Mint,English,foil,,34:40.9,17,FALSE,FALSE,
1,1,Treasure Nabber,ltc,Near Mint,English,,,16:17.6,230,FALSE,FALSE,
1,1,"Treebeard, Gracious Host",ltc,Near Mint,English,,,17:40.5,73,FALSE,FALSE,
1,1,Treeguard Duo,blb,Near Mint,English,,,56:01.0,200,FALSE,FALSE,
1,1,Treeguard Duo,blb,Near Mint,English,foil,,56:11.9,200,FALSE,FALSE,
4,4,Treetop Sentries,blb,Near Mint,English,,,53:16.8,201,FALSE,FALSE,
2,2,Trespasser il-Vec,tsr,Near Mint,English,foil,,31:21.2,147,FALSE,FALSE,
1,1,Trigon of Mending,som,Near Mint,English,foil,,29:40.9,215,FALSE,FALSE,
2,2,Triton Fortune Hunter,ths,Near Mint,English,foil,,32:00.7,69,FALSE,FALSE,
2,2,Triton Shorethief,ths,Near Mint,English,foil,,32:00.7,70,FALSE,FALSE,
1,1,Troll of Khazad-dûm,ltr,Near Mint,English,,,16:17.6,111,FALSE,FALSE,
1,1,Tromp the Domains,tsr,Near Mint,English,foil,,31:41.4,242,FALSE,FALSE,
4,4,Trove Tracker,cmr,Near Mint,English,foil,,32:00.7,104,FALSE,FALSE,
3,3,Trusty Packbeast,cmr,Near Mint,English,foil,,29:43.7,53,FALSE,FALSE,
2,2,Tuinvale Treefolk // Oaken Boon,eld,Near Mint,English,foil,,31:41.4,180,FALSE,FALSE,
1,1,Tumble Magnet,2xm,Near Mint,English,foil,,35:26.0,304,FALSE,FALSE,
1,1,"Tura Kennerüd, Skyknight",dmu,Near Mint,English,,,34:40.9,323,FALSE,FALSE,
2,2,Turntimber Ascetic,znr,Near Mint,English,foil,,31:41.4,214,FALSE,FALSE,
1,1,Tuvasa the Sunlit,sld,Near Mint,English,foil,,52:57.4,1328,FALSE,FALSE,
1,1,Twisted Abomination,2xm,Near Mint,English,foil,,31:21.2,111,FALSE,FALSE,
2,2,"Tymaret, Chosen from Death",thb,Near Mint,English,foil,,31:21.2,119,FALSE,FALSE,
13,13,"Tymaret, Chosen from Death",thb,Near Mint,English,foil,,31:21.2,263,FALSE,FALSE,
1,1,Tyrite Sanctum,cmm,Near Mint,English,,,18:57.7,1049,FALSE,FALSE,
1,1,"Ugin, the Ineffable",cmm,Near Mint,English,,,18:57.7,811,FALSE,FALSE,
1,1,Ugin's Mastery,cmm,Near Mint,English,,,18:57.7,718,FALSE,FALSE,
1,1,Uktabi Drake,tsr,Near Mint,English,foil,,31:41.4,243,FALSE,FALSE,
2,2,Ultimate Price,f15,Near Mint,English,foil,,31:21.2,10,FALSE,FALSE,
1,1,Umezawa's Jitte,sld,Near Mint,English,foil,,32:51.8,1288,FALSE,FALSE,
4,4,Unbounded Potential,mh2,Near Mint,English,foil,,36:23.2,36,FALSE,FALSE,
1,1,Unbreakable Formation,ltc,Near Mint,English,,,15:14.2,179,FALSE,FALSE,
1,1,Unbreakable Formation,brc,Near Mint,English,,,34:38.4,78,FALSE,FALSE,
1,1,Unbreakable Formation,clb,Near Mint,English,,,35:54.5,710,FALSE,FALSE,
2,2,Uncharted Haven,blb,Near Mint,English,,,33:23.6,261,FALSE,FALSE,
1,1,Unclaimed Territory,lcc,Near Mint,English,,,20:11.5,366,FALSE,FALSE,
1,1,Underground River,ltc,Near Mint,English,,,16:17.6,342,FALSE,FALSE,
6,6,Underworld Fires,thb,Near Mint,English,foil,,32:30.4,162,FALSE,FALSE,
3,3,Universal Solvent,cmr,Near Mint,English,foil,,35:26.0,347,FALSE,FALSE,
2,2,Unlicensed Disintegration,2xm,Near Mint,English,foil,,35:26.0,224,FALSE,FALSE,
1,1,Unstable Obelisk,cmm,Near Mint,English,,,18:57.7,416,FALSE,FALSE,
1,1,"Urza, Chief Artificer",brc,Near Mint,English,foil,,34:38.4,2,FALSE,FALSE,
1,1,"Urza, Chief Artificer",brc,Near Mint,English,etched,,32:17.3,40,FALSE,FALSE,
1,1,Urza's Incubator,plst,Near Mint,English,,,35:14.5,C15-273,FALSE,FALSE,
1,1,Urza's Mine,cmm,Near Mint,English,,,18:57.7,1051,FALSE,FALSE,
1,1,Urza's Power Plant,cmm,Near Mint,English,,,18:57.7,1052,FALSE,FALSE,
1,1,Urza's Ruinous Blast,brc,Near Mint,English,,,34:38.4,79,FALSE,FALSE,
1,1,Urza's Tower,cmm,Near Mint,English,,,18:57.7,1053,FALSE,FALSE,
1,1,Utility Knife,znr,Near Mint,English,foil,,35:26.0,256,FALSE,FALSE,
1,1,Utopia Vow,tsr,Near Mint,English,foil,,31:41.4,245,FALSE,FALSE,
1,1,Utvara Hellkite,sld,Near Mint,English,foil,,32:51.8,1273,FALSE,FALSE,
2,2,Valakut Invoker,cmr,Near Mint,English,foil,,32:30.4,206,FALSE,FALSE,
1,1,Valiant Changeling,clb,Near Mint,English,,,35:54.5,711,FALSE,FALSE,
1,1,Valkyrie Harbinger,sld,Near Mint,English,foil,,35:14.5,1347,FALSE,FALSE,
13,13,Valkyrie's Sword,khm,Near Mint,English,foil,,29:48.9,36,FALSE,FALSE,
1,1,Valley Mightcaller,blb,Near Mint,English,,,18:43.3,202,FALSE,FALSE,
1,1,Valley Mightcaller,blb,Near Mint,English,,,18:42.3,326,FALSE,FALSE,
1,1,Valley Rally,blb,Near Mint,English,,,34:40.9,159,FALSE,FALSE,
1,1,Vanguard Seraph,fdn,Near Mint,English,,,28:08.1,28,FALSE,FALSE,
1,1,Vanquisher's Banner,ltc,Near Mint,English,,,15:14.2,289,FALSE,FALSE,
1,1,Vanquisher's Banner,plst,Near Mint,English,,,35:14.5,XLN-251,FALSE,FALSE,
1,1,Vaporkin,ths,Near Mint,English,foil,,32:00.7,72,FALSE,FALSE,
1,1,Vault of the Archangel,clb,Near Mint,English,,,35:54.5,927,FALSE,FALSE,
1,1,Vault of Whispers,brc,Near Mint,English,,,34:38.4,211,FALSE,FALSE,
1,1,Vault Robber,khm,Near Mint,English,foil,,32:30.4,158,FALSE,FALSE,
1,1,Vedalken Humiliator,brc,Near Mint,English,,,34:38.4,100,FALSE,FALSE,
1,1,Verdant Sun's Avatar,lcc,Near Mint,English,,,20:11.5,262,FALSE,FALSE,
1,1,Verge Rangers,ltc,Near Mint,English,,,15:14.2,180,FALSE,FALSE,
1,1,Veteran Guardmouse,blb,Near Mint,English,,,34:40.9,237,FALSE,FALSE,
1,1,Village Bell-Ringer,ltc,Near Mint,English,,,15:14.2,181,FALSE,FALSE,
1,1,Vindicate,brc,Near Mint,English,,,34:38.4,131,FALSE,FALSE,
1,1,Vineglimmer Snarl,ltc,Near Mint,English,,,16:37.9,343,FALSE,FALSE,
1,1,Viridian Shaman,sld,Near Mint,English,foil,,48:41.0,782,FALSE,FALSE,
1,1,Visions of Glory,ltc,Near Mint,English,,,15:14.2,182,FALSE,FALSE,
4,4,Voice of the Blessed,vow,Near Mint,English,foil,,41:46.2,44,FALSE,FALSE,
1,1,Volcanic Torrent,cmr,Near Mint,English,foil,,32:51.8,208,FALSE,FALSE,
1,1,Voracious Fell Beast,ltr,Near Mint,English,,,16:17.6,113,FALSE,FALSE,
1,1,Voracious Fell Beast,ltr,Near Mint,English,,,34:40.9,113,FALSE,FALSE,
1,1,Vow of Lightning,cmr,Near Mint,English,foil,,32:51.8,209,FALSE,FALSE,
2,2,Vow of Torment,cmr,Near Mint,English,foil,,31:21.2,159,FALSE,FALSE,
1,1,Wake the Dragon,ltc,Near Mint,English,,,16:17.6,74,FALSE,FALSE,
4,4,Wake the Reflections,dgm,Near Mint,English,,,23:40.7,10,FALSE,FALSE,
1,1,Wakening Sun's Avatar,lcc,Near Mint,English,,,20:11.5,139,FALSE,FALSE,
2,2,War Priest of Thune,m11,Near Mint,English,,,29:58.0,38,FALSE,FALSE,
1,1,War Room,cmm,Near Mint,English,,,18:57.7,1054,FALSE,FALSE,
1,1,War Room,clb,Near Mint,English,,,35:54.5,929,FALSE,FALSE,
1,1,War Room,plst,Near Mint,English,,,35:14.5,CMR-361,FALSE,FALSE,
2,2,War Squeak,blb,Near Mint,English,,,33:23.6,160,FALSE,FALSE,
5,5,Warden of the Chained,thb,Near Mint,English,foil,,35:26.0,230,FALSE,FALSE,
1,1,Warm Welcome,snc,Near Mint,English,foil,,34:40.9,164,FALSE,FALSE,
1,1,Warping Wail,cmm,Near Mint,English,,,18:57.7,812,FALSE,FALSE,
5,5,Warren Elder,blb,Near Mint,English,,,33:23.6,37,FALSE,FALSE,
15,15,Wastes,cmm,Near Mint,English,,,18:57.7,1056,FALSE,FALSE,
1,1,Waterspout Warden,blb,Near Mint,English,,,34:40.9,80,FALSE,FALSE,
2,2,Wavecrash Triton,ths,Near Mint,English,foil,,32:00.7,74,FALSE,FALSE,
1,1,Wayfarer's Bauble,ltc,Near Mint,English,,,15:14.2,290,FALSE,FALSE,
1,1,"Wayta, Trainer Prodigy",lcc,Near Mint,English,foil,,20:11.5,7,FALSE,FALSE,
1,1,Wayward Swordtooth,lcc,Near Mint,English,,,20:11.5,263,FALSE,FALSE,
1,1,Weapons Trainer,2xm,Near Mint,English,foil,,35:26.0,228,FALSE,FALSE,
1,1,Weaselback Redcap,eld,Near Mint,English,foil,,32:30.4,148,FALSE,FALSE,
1,1,Weathered Wayfarer,ltc,Near Mint,English,,,15:14.2,183,FALSE,FALSE,
1,1,Weldfast Engineer,aer,Near Mint,English,foil,,35:26.0,139,FALSE,FALSE,
1,1,Welding Sparks,cmr,Near Mint,English,foil,,24:12.8,210,FALSE,FALSE,
1,1,Well of Lost Dreams,plst,Near Mint,English,,,35:14.5,DST-159,FALSE,FALSE,
1,1,Well of Lost Dreams,ltc,Near Mint,English,,,17:40.5,291,FALSE,FALSE,
1,1,Whirler Rogue,brc,Near Mint,English,,,34:38.4,101,FALSE,FALSE,
1,1,Whirlwind Denial,thb,Near Mint,English,foil,,32:00.7,81,FALSE,FALSE,
1,1,Whiskerquill Scribe,blb,Near Mint,English,,,34:40.9,161,FALSE,FALSE,
1,1,Whispersilk Cloak,ltc,Near Mint,English,,,16:37.9,292,FALSE,FALSE,
4,4,White Knight,m10,Near Mint,English,,,30:06.5,41,FALSE,FALSE,
2,2,Wicked Guardian,eld,Near Mint,English,foil,,31:21.2,109,FALSE,FALSE,
1,1,Wick's Patrol,blb,Near Mint,English,,,00:42.2,121,FALSE,FALSE,
1,1,Wild Celebrants,cmr,Near Mint,English,foil,,32:30.4,212,FALSE,FALSE,
1,1,Wildsize,cmr,Near Mint,English,foil,,31:41.4,264,FALSE,FALSE,
1,1,Wildwood Scourge,fdn,Near Mint,English,,,34:40.9,236,FALSE,FALSE,
1,1,Windbrisk Heights,clb,Near Mint,English,,,35:54.5,930,FALSE,FALSE,
1,1,Windbrisk Heights,ltc,Near Mint,English,,,15:14.2,345,FALSE,FALSE,
4,4,Wind-Scarred Crag,frf,Near Mint,English,,,37:15.7,175,FALSE,FALSE,
1,1,Wind-Scarred Crag,ltc,Near Mint,English,,,15:14.2,344,FALSE,FALSE,
1,1,Windswift Slice,ltc,Near Mint,English,,,16:37.9,45,FALSE,FALSE,
1,1,Wings of the Cosmos,khm,Near Mint,English,foil,,30:13.0,39,FALSE,FALSE,
1,1,Wire Surgeons,brc,Near Mint,English,,,34:38.4,10,FALSE,FALSE,
1,1,Witches' Eye,ths,Near Mint,English,foil,,35:26.0,222,FALSE,FALSE,
1,1,Wood Elves,ltc,Near Mint,English,,,16:37.9,263,FALSE,FALSE,
1,1,Woodfall Primus,ltc,Near Mint,English,,,17:40.5,264,FALSE,FALSE,
1,1,Woodland Cemetery,ltc,Near Mint,English,,,17:40.5,346,FALSE,FALSE,
1,1,Woodland Stream,ltc,Near Mint,English,,,16:37.9,347,FALSE,FALSE,
1,1,World Queller,zen,Near Mint,English,,,30:32.0,39,FALSE,FALSE,
1,1,Worn Powerstone,ltc,Near Mint,English,,,16:17.6,293,FALSE,FALSE,
1,1,Worn Powerstone,cmm,Near Mint,English,,,18:57.7,984,FALSE,FALSE,
1,1,Wose Pathfinder,ltr,Near Mint,English,,,34:48.2,190,FALSE,FALSE,
1,1,Wose Pathfinder,ltr,Near Mint,English,,,16:37.9,190,FALSE,FALSE,
1,1,Wrathful Raptors,lcc,Near Mint,English,,,20:11.5,88,FALSE,FALSE,
1,1,Wrathful Red Dragon,clb,Near Mint,English,foil,,34:48.2,585,FALSE,FALSE,
1,1,Wreck Hunter,brc,Near Mint,English,,,34:38.4,11,FALSE,FALSE,
1,1,"Xenagos, God of Revels",lcc,Near Mint,English,,,20:11.5,295,FALSE,FALSE,
1,1,"Zacama, Primal Calamity",lcc,Near Mint,English,,,20:11.5,296,FALSE,FALSE,
1,1,Zealous Conscripts,ltc,Near Mint,English,,,15:14.2,231,FALSE,FALSE,
1,1,"Zetalpa, Primal Dawn",c21,Near Mint,English,,,30:47.3,112,FALSE,FALSE,
1,1,"Zetalpa, Primal Dawn",lcc,Near Mint,English,,,20:11.5,141,FALSE,FALSE,
1,1,"Zhulodok, Void Gorger",cmm,Near Mint,English,etched,,32:17.3,779,FALSE,FALSE,
1,1,"Zhulodok, Void Gorger",cmm,Near Mint,English,foil,,18:57.7,704,FALSE,FALSE,
1,1,Zof Shade,m15,Near Mint,English,foil,,31:21.2,125,FALSE,FALSE,
1,1,Zulaport Cutthroat,clb,Near Mint,English,,,35:54.5,775,FALSE,FALSE,
